,"Operator Name","Number Range","Buying Rate","Duration"
,"Lexico","Guatemala LT8","0.07500","1.12"
,"Lexico","Guatemala LT9","0.07500","1.12"
,"Lexico","Guyana LT1","0.07000","0.33"
,"Lexico","Guyana LT4","0.07000","0.17"
,"Lexico","Iraq LT3","0.10000","2.70"
,"Lexico","Macedonia LT1","0.18000","0.03"
,"Lexico","Madagascar LT5","0.25000","0.57"
,"Lexico","Malawi LT2","0.19000","0.18"
,"Lexico","Mali LT9","0.19000","0.13"
,"Lexico","Morocco LT4","0.18000","0.25"
,"Lexico","Qatar LT3","0.08500","0.02"
,"Lexico","Qatar LT6","0.08500","0.02"
,"Lexico","Qatar LT7","0.08500","0.18"
,"Lexico","Sao Tome LT1","0.31000","356.13"
,"Lexico","Seychelles LT7","0.21000","2049.88"
,"Lexico","Tunisia LT11","0.24000","14.88"
,"Lexico","Tunisia LT15","0.24000","0.00"
,"Lexico","Tunisia LT19","0.24000","1.20"
,"Lexico","Tunisia LT2","0.24000","0.88"
,"Lexico","Tunisia LT3","0.24000","0.37"
,"Lexico","Tunisia LT4","0.24000","14.40"
,"Lexico","Tunisia LT46","0.24000","0.05"
,"Lexico","Tunisia LT5","0.24000","13.82"
,"Lexico","Tunisia LT6","0.24000","0.00"
,"Lexico","Zambia LT2","0.20000","0.22"
,"NordConnect","Albania P2","0.12000","0.10"
,"NordConnect","Algeria P9","0.19500","4.47"
,"NordConnect","Belgium P1","0.11000","1.75"
,"NordConnect","Belize P1","0.05000","2.33"
,"NordConnect","Bosnia P3","0.15000","0.18"
,"NordConnect","Eritrea P4","0.10500","0.25"
,"NordConnect","Estonia P130","0.24000","60.60"
,"NordConnect","Estonia P131","0.24000","1.13"
,"NordConnect","Estonia P134","0.23000","36.13"
,"NordConnect","Estonia P136","0.21000","0.75"
,"NordConnect","Estonia P137","0.23000","0.28"
,"NordConnect","Estonia P139","0.23000","0.03"
,"NordConnect","Estonia P141","0.23000","0.43"
,"NordConnect","Estonia P143","0.23000","0.85"
,"NordConnect","Estonia P145","0.23000","0.35"
,"NordConnect","Estonia P146","0.23000","0.07"
,"NordConnect","Estonia P150","0.23000","1.97"
,"NordConnect","Estonia P151","0.23000","0.40"
,"NordConnect","Estonia P171","0.17000","0.53"
,"NordConnect","Finland P4 ","0.14500","0.70"
,"NordConnect","Guatemala P3","0.06200","2.10"
,"NordConnect","Latvia P148","0.06500","2.27"
,"NordConnect","Latvia P168","0.30000","0.08"
,"NordConnect","Latvia P169","0.19000","0.15"
,"NordConnect","Latvia P170","0.19000","0.17"
,"NordConnect","Latvia P172","0.23000","0.25"
,"NordConnect","Latvia P173","0.08500","20.18"
,"NordConnect","Liberia P26","0.12000","0.07"
,"NordConnect","Lithuania P104","0.17500","0.52"
,"NordConnect","Lithuania P105","0.17500","0.05"
,"NordConnect","Lithuania P107","0.17500","1045.07"
,"NordConnect","Lithuania P109","0.17500","274.45"
,"NordConnect","Lithuania P110","0.17500","440.92"
,"NordConnect","Lithuania P111","0.16000","0.02"
,"NordConnect","Lithuania P114","0.17500","4.52"
,"NordConnect","Lithuania P115","0.17500","2.40"
,"NordConnect","Lithuania P116","0.17000","318.70"
,"NordConnect","Lithuania P119","0.17000","7.68"
,"NordConnect","Lithuania P120","0.18000","0.05"
,"NordConnect","Lithuania P122","0.14000","0.05"
,"NordConnect","Lithuania P123","0.17000","0.03"
,"NordConnect","Lithuania P124","0.17000","0.20"
,"NordConnect","Lithuania P127","0.17000","18.50"
,"NordConnect","Lithuania P130","0.17500","572.13"
,"NordConnect","Lithuania P85","0.17500","0.17"
,"NordConnect","Lithuania P86","0.17500","0.02"
,"NordConnect","Lithuania P88","0.17500","0.02"
,"NordConnect","Lithuania P91","0.17500","0.15"
,"NordConnect","Lithuania P95","0.24000","0.03"
,"NordConnect","Nigeria P6","0.38000","0.03"
,"NordConnect","Nigeria P8","0.38000","0.03"
,"NordConnect","Poland P34","0.25000","0.02"
,"NordConnect","Poland P39","0.25000","0.03"
,"NordConnect","Poland P44","0.25000","0.02"
,"NordConnect","Poland P45","0.23500","0.08"
,"NordConnect","Poland P48","0.23500","0.03"
,"NordConnect","Poland P49","0.23500","0.07"
,"NordConnect","Poland P50","0.23500","0.03"
,"NordConnect","Poland P52","0.20000","43.47"
,"NordConnect","Poland P53","0.23500","0.05"
,"NordConnect","Poland P54","0.23500","0.07"
,"NordConnect","Poland P55","0.23500","0.07"
,"NordConnect","Poland P56","0.20000","4.37"
,"NordConnect","Poland P58","0.23500","0.07"
,"NordConnect","Serbia P10","0.12000","0.12"
,"NordConnect","Serbia P8","0.10000","3259.47"
,"NordConnect","Sierra Leone P1","0.14000","1.92"
,"NordConnect","Slovenia P1","0.18000","0.05"
,"NordConnect","Slovenia P10","0.18000","0.07"
,"NordConnect","Slovenia P13","0.18000","730.82"
,"NordConnect","Slovenia P14","0.18000","37103.42"
,"NordConnect","Slovenia P3","0.18000","0.05"
,"NordConnect","Slovenia P4","0.18000","2.35"
,"NordConnect","Slovenia P6","0.18000","21.42"
,"NordConnect","Slovenia P7","0.18000","0.10"
,"NordConnect","Slovenia P9","0.18000","369.30"
,"NordConnect","Spain P2","0.20000","0.05"
,"NordConnect","Spain P5","0.15000","86.07"
,"NordConnect","Switzerland P11","0.14000","7.08"
,"NordConnect","Switzerland P12","0.14000","79.42"
,"NordConnect","Switzerland P13","0.14000","2.45"
,"NordConnect","Switzerland P8","0.14000","3.68"
,"NordConnect","Switzerland P9","0.14000","4.33"
,"NordConnect","Uganda P3","0.14000","0.15"
,"NordConnect","UK P4","0.06000","0.28"
,"NordConnect","Ukraine P1","0.05000","0.08"
,"Spactron","Central African Republic ST2","0.25000","46808.07"
,"Spactron","Gambia ST2","0.25000","2167.35"
,"Spactron","Somalia ST1","0.23000","844.22"
